"word","producao.30m","categoria","icon"
"abelha",0.570552147239264,"subst",0.32
"aberto",0.674846625766871,"adj",2.77272727272727
"abrir",0.791411042944785,"verb",1.44444444444444
"acabar",0.595092024539877,"verb",0.4375
"adeus",0.957055214723926,"subst",1.45
"agarrar",0.656441717791411,"verb",2.17391304347826
"agua",0.975460122699387,"subst",1
"ah",0.785276073619632,"onom+int",2.65
"ai",0.865030674846626,"onom+int",2.95
"ajudar",0.754601226993865,"verb",0.444444444444444
"alface",0.429447852760736,"subst",2.125
"almofada",0.815950920245399,"subst",0.75
"alto",0.484662576687117,"adj",0.333333333333333
"amarelo",0.687116564417178,"adj",1.26086956521739
"ambulancia",0.423312883435583,"subst",1.41666666666667
"ameixa",0.177914110429448,"subst",0.588235294117647
"amiga",0.595092024539877,"subst",-0.105263157894737
"amigo",0.625766871165644,"subst",1.04545454545455
"andar",0.803680981595092,"verb",0.166666666666667
"anel",0.368098159509202,"subst",1.2
"apagar",0.515337423312883,"verb",0.818181818181818
"apanhar",0.656441717791411,"verb",1.22222222222222
"aranha",0.47239263803681,"subst",0.75
"areia",0.625766871165644,"subst",1.63157894736842
"armario",0.312883435582822,"subst",1.26086956521739
"arroz",0.852760736196319,"subst",0.5
"arrumar",0.705521472392638,"verb",0.722222222222222
"arvore",0.693251533742331,"subst",1.72222222222222
"aspirador",0.496932515337423,"subst",1.47619047619048
"assoar",0.343558282208589,"verb",2.33333333333333
"auau",0.895705521472393,"onom+int",4
"aviao",0.852760736196319,"subst",0.904761904761905
"avo",0.840490797546012,"subst",1.40909090909091
"avoh",0.920245398773006,"subst",0.0500000000000001
"azul",0.723926380368098,"adj",0.88235294117647
"balao",0.883435582822086,"subst",2.95
"baleia",0.374233128834356,"subst",-0.44
"banana",0.957055214723926,"subst",1.27777777777778
"banco",0.656441717791411,"subst",-1.14285714285714
"banho",0.865030674846626,"subst",1.05
"barata",0.220858895705521,"subst",-0.3
"barco",0.711656441717791,"subst",0.238095238095238
"barriga",0.877300613496933,"subst",0.4375
"batata",0.877300613496933,"subst",1.45
"bebe",0.920245398773006,"subst",2.83333333333333
"beber",0.766871165644172,"verb",0.80952380952381
"bicho",0.723926380368098,"subst",1.45
"bicicleta",0.754601226993865,"subst",2.31578947368421
"bife",0.325153374233129,"subst",1.11111111111111
"boca",0.889570552147239,"subst",2
"bochechas",0.466257668711656,"subst",2.89473684210526
"boi",0.337423312883436,"subst",-0.32
"bola",0.957055214723926,"subst",1.0952380952381
"bolacha",0.94478527607362,"subst",1.35
"bolo",0.871165644171779,"subst",2.44444444444444
"bom",0.705521472392638,"adj",2.27777777777778
"bone",0.49079754601227,"subst",0.0434782608695652
"boneca",0.742331288343558,"subst",1.5
"bonito",0.717791411042945,"adj",2.3
"borboleta",0.650306748466258,"subst",-1.04761904761905
"botao",0.619631901840491,"subst",1.19047619047619
"botas",0.760736196319018,"subst",2.52941176470588
"bracos",0.791411042944785,"subst",0.8
"branco",0.515337423312883,"adj",-1.0952380952381
"brincar",0.779141104294479,"verb",1.36
"bruxa",0.386503067484663,"subst",1.59090909090909
"burro",0.58282208588957,"subst",-0.0500000000000002
"buscar",0.588957055214724,"verb",-0.105263157894737
"cabeca",0.846625766871166,"subst",0.55
"cabelo",0.852760736196319,"subst",0.444444444444444
"caca",0.631901840490798,"adj",0.636363636363636
"cachecol",0.47239263803681,"subst",0.956521739130435
"cadeira",0.815950920245399,"subst",1.75
"cafe",0.687116564417178,"subst",1.10526315789474
"cair",0.822085889570552,"verb",2.1
"caixa",0.693251533742331,"subst",1.09090909090909
"calar",0.595092024539877,"verb",-0.285714285714286
"calcar",0.748466257668712,"verb",-1.66666666666667
"calcas",0.834355828220859,"subst",0.823529411764706
"calcoes",0.533742331288344,"subst",0.15
"cama",0.871165644171779,"subst",0.136363636363636
"camelo",0.325153374233129,"subst",0.619047619047619
"caminhao",0.539877300613497,"subst",1.71428571428571
"camisa",0.441717791411043,"subst",-1
"camisola",0.687116564417178,"subst",0.25
"caneta",0.797546012269939,"subst",0.8
"canja",0.355828220858896,"subst",-0.391304347826087
"cantar",0.736196319018405,"verb",1.58333333333333
"cao",0.96319018404908,"subst",0.416666666666667
"cara",0.785276073619632,"subst",1.1875
"caracol",0.588957055214724,"subst",2.04347826086957
"carne",0.785276073619632,"subst",1.15
"carneiro",0.226993865030675,"subst",-0.11764705882353
"carro",0.92638036809816,"subst",0.0476190476190478
"casa",0.883435582822086,"subst",0.947368421052631
"casaco",0.840490797546012,"subst",0.789473684210526
"castanho",0.380368098159509,"adj",0.904761904761905
"cavalo",0.809815950920245,"subst",1.17391304347826
"cenoura",0.668711656441718,"subst",-0.35
"cereal",0.570552147239264,"subst",0.263157894736842
"cerveja",0.269938650306748,"subst",-0.842105263157895
"ceu",0.662576687116564,"subst",1.11111111111111
"cha",0.466257668711656,"subst",0.59375
"chamar",0.613496932515337,"verb",-0.142857142857143
"chamine",0.208588957055215,"subst",1.52173913043478
"chao",0.736196319018405,"subst",1.57894736842105
"chapeu",0.877300613496933,"subst",-0.65
"chave",0.754601226993865,"subst",0.0952380952380953
"cheio",0.496932515337423,"adj",1
"chinelos",0.644171779141104,"subst",-0.15
"chiu",0.779141104294479,"onom+int",3.22727272727273
"chocolate",0.834355828220859,"subst",0.590909090909091
"chorar",0.785276073619632,"verb",1.43478260869565
"chupeta",0.828220858895706,"subst",3.05
"chuva",0.852760736196319,"subst",3.55555555555556
"cinto",0.404907975460123,"subst",0.72
"circo",0.263803680981595,"subst",1.22222222222222
"cobertor",0.521472392638037,"subst",3.11111111111111
"cobra",0.45398773006135,"subst",1.26315789473684
"cocorico",0.742331288343558,"onom+int",4.71428571428571
"coelho",0.742331288343558,"subst",-0.761904761904762
"colar",0.361963190184049,"subst",-0.363636363636364
"colegio",0.766871165644172,"subst",-0.761904761904762
"colher",0.840490797546012,"subst",1.85
"colocar",0.177914110429448,"verb",1.05882352941176
"comecar",0.355828220858896,"verb",0.727272727272727
"comer",0.809815950920245,"verb",0.888888888888889
"comida",0.674846625766871,"subst",1.72727272727273
"comprar",0.570552147239264,"verb",-0.523809523809524
"computador",0.693251533742331,"subst",1.15555555555556
"conseguir",0.496932515337423,"verb",1.52173913043478
"contar",0.625766871165644,"verb",1.21739130434783
"contente",0.521472392638037,"adj",0.96
"copo",0.852760736196319,"subst",2.4375
"correr",0.680981595092024,"verb",1.16
"cortar",0.533742331288344,"verb",2
"costas",0.595092024539877,"subst",0.894736842105263
"cotovelo",0.288343558282209,"subst",-0.363636363636364
"couve",0.361963190184049,"subst",-0.444444444444444
"cozinha",0.748466257668712,"subst",0.736842105263158
"creme",0.411042944785276,"subst",0.222222222222222
"crocodilo",0.441717791411043,"subst",1.66666666666667
"cueca",0.785276073619632,"subst",2.05
"dancar",0.760736196319018,"verb",1.57894736842105
"dar",0.809815950920245,"verb",1.125
"dedo",0.834355828220859,"subst",1.1
"deitar",0.760736196319018,"verb",1.5
"dente",0.865030674846626,"subst",1.72222222222222
"descer",0.56441717791411,"verb",0.818181818181818
"dia",0.503067484662577,"subst",0.666666666666667
"dificil",0.343558282208589,"adj",0.761904761904762
"dinheiro",0.570552147239264,"subst",1.68181818181818
"dinossauro",0.466257668711656,"subst",1
"doente",0.644171779141104,"adj",1.11111111111111
"doer",0.754601226993865,"verb",1.125
"dormir",0.785276073619632,"verb",0.25
"duro",0.294478527607362,"adj",2.5
"elefante",0.705521472392638,"subst",2.45
"ensinar",0.294478527607362,"verb",1.68421052631579
"entrar",0.631901840490798,"verb",2.6
"erva",0.460122699386503,"subst",1.31818181818182
"ervilhas",0.441717791411043,"subst",-0.166666666666667
"escadas",0.680981595092024,"subst",1
"escola",0.766871165644172,"subst",0.25
"escorrega",0.662576687116564,"subst",1.63636363636364
"escova",0.662576687116564,"subst",0.888888888888889
"escrever",0.558282208588957,"verb",2.45
"escuro",0.674846625766871,"adj",1.75
"espelho",0.619631901840491,"subst",0.96875
"espirrar",0.269938650306748,"verb",2.34782608695652
"estante",0.104294478527607,"subst",1.13636363636364
"estar",0.576687116564417,"verb",0.636363636363636
"estragado",0.552147239263804,"adj",1.73913043478261
"estrela",0.693251533742331,"subst",0.5
"faca",0.760736196319018,"subst",0.956521739130435
"falar",0.699386503067485,"verb",1.64705882352941
"farmacia",0.208588957055215,"subst",0.0869565217391304
"fazer",0.631901840490798,"verb",-0.545454545454546
"fechado",0.693251533742331,"adj",0.526315789473684
"fechar",0.674846625766871,"verb",1.94444444444444
"feijao",0.515337423312883,"subst",0.444444444444444
"feio",0.613496932515337,"adj",0.578947368421052
"festa",0.625766871165644,"subst",1.36842105263158
"fita",0.368098159509202,"subst",1.34782608695652
"flor",0.760736196319018,"subst",0.761904761904762
"foca",0.343558282208589,"subst",0.65
"fofo",0.404907975460123,"adj",3.75
"folha",0.693251533742331,"subst",0.111111111111111
"formiga",0.558282208588957,"subst",0.09375
"fotografia",0.668711656441718,"subst",1.27272727272727
"fralda",0.828220858895706,"subst",0.263157894736842
"frango",0.539877300613497,"subst",0.222222222222222
"frigorifico",0.644171779141104,"subst",0.40625
"frio",0.828220858895706,"adj",1.63157894736842
"fruta",0.742331288343558,"subst",1.34782608695652
"fugir",0.52760736196319,"verb",1.21052631578947
"fumo",0.50920245398773,"subst",0.523809523809524
"galinha",0.766871165644172,"subst",0.5
"garagem",0.417177914110429,"subst",0.388888888888889
"garfo",0.766871165644172,"subst",0
"garrafa",0.607361963190184,"subst",-0.304347826086956
"gato",0.94478527607362,"subst",0.588235294117647
"gelatina",0.607361963190184,"subst",0.380952380952381
"girafa",0.595092024539877,"subst",0.473684210526316
"golfinho",0.417177914110429,"subst",-0.272727272727273
"gordo",0.331288343558282,"adj",2.54545454545455
"gorro",0.576687116564417,"subst",0.611111111111111
"gostar",0.717791411042945,"verb",0.789473684210526
"grande",0.717791411042945,"adj",1.55
"gritar",0.558282208588957,"verb",2.32
"guardanapo",0.56441717791411,"subst",-1
"guardar",0.588957055214724,"verb",0.91304347826087
"haver",0.319018404907975,"verb",-0.333333333333333
"helicoptero",0.294478527607362,"subst",2.125
"hipopotamo",0.404907975460123,"subst",1.9
"homem",0.411042944785276,"subst",0.909090909090909
"horas",0.245398773006135,"subst",1.17391304347826
"io-io",0.521472392638037,"onom+int",2.9
"iogurte",0.883435582822086,"subst",-0.3125
"ir",0.650306748466258,"verb",1.65
"irma",0.429447852760736,"subst",0.7
"irmao",0.45398773006135,"subst",0.909090909090909
"janela",0.723926380368098,"subst",0.434782608695652
"jardim",0.447852760736196,"subst",0.1
"joaninha",0.447852760736196,"subst",0.4
"joelho",0.613496932515337,"subst",0.1
"jogar",0.717791411042945,"verb",1.46875
"jogo",0.736196319018405,"subst",0.3
"kiwi",0.288343558282209,"subst",0.125
"lapis",0.797546012269939,"subst",0
"laranja",0.773006134969325,"adj",1.83333333333333
"laranja",0.773006134969325,"subst",1.55
"lareira",0.239263803680982,"subst",0.5625
"lata",0.331288343558282,"subst",0.0952380952380951
"lavar",0.699386503067485,"verb",1.45
"leao",0.760736196319018,"subst",2.4
"lego",0.595092024539877,"subst",-0.15
"leite",0.852760736196319,"subst",0.318181818181818
"lençol",0.331288343558282,"subst",0.80952380952381
"ler",0.552147239263804,"verb",-0.136363636363636
"levar",0.588957055214724,"verb",1
"limao",0.429447852760736,"subst",0.647058823529412
"limpar",0.717791411042945,"verb",1.65
"limpo",0.533742331288344,"adj",1.7
"lindo",0.631901840490798,"adj",0.0454545454545453
"lingua",0.736196319018405,"subst",1.28571428571429
"livro",0.871165644171779,"subst",2.21739130434783
"lixo",0.871165644171779,"subst",1.73684210526316
"lobo",0.496932515337423,"subst",0.7
"loja",0.478527607361963,"subst",0.434782608695652
"lua",0.711656441717791,"subst",1.43478260869565
"luvas",0.631901840490798,"subst",0.65
"luz",0.871165644171779,"subst",2.90909090909091
"macaco",0.791411042944785,"subst",1.10526315789474
"madrinha",0.515337423312883,"subst",-0.333333333333333
"mae",0.932515337423313,"subst",1.94117647058824
"malandro",0.294478527607362,"adj",2.36842105263158
"maluco",0.552147239263804,"adj",0.95
"mamao",NA,"subst",-0.666666666666667
"manga",0.319018404907975,"subst",0.478260869565217
"manhan",0.374233128834356,"subst",1.2
"manta",0.47239263803681,"subst",0.46875
"manteiga",0.631901840490798,"subst",0.96
"mao",0.877300613496933,"subst",0.619047619047619
"mar",0.423312883435583,"subst",0.789473684210526
"marmelada",0.245398773006135,"subst",1
"massa",0.785276073619632,"subst",1.5625
"mau",0.773006134969325,"adj",1.52631578947368
"medico",0.644171779141104,"subst",0.65
"meee",0.828220858895706,"onom+int",1.25
"meias",0.846625766871166,"subst",0.85
"melancia",0.423312883435583,"subst",-0.333333333333333
"melao",0.441717791411043,"subst",1.39130434782609
"menina",0.865030674846626,"subst",2.125
"menino",0.865030674846626,"subst",1.3
"mesa",0.822085889570552,"subst",0.894736842105263
"miau",0.907975460122699,"onom+int",3.60869565217391
"milho",0.349693251533742,"subst",0.526315789473684
"mochila",0.693251533742331,"subst",-0.1
"moeda",0.656441717791411,"subst",0.6875
"molhar",0.625766871165644,"verb",2.58823529411765
"morango",0.674846625766871,"subst",0.272727272727273
"morder",0.533742331288344,"verb",2.09090909090909
"mosca",0.662576687116564,"subst",1.3
"mosquito",0.251533742331288,"subst",0.53125
"mostrar",0.52760736196319,"verb",0.947368421052631
"moto",0.791411042944785,"subst",1.05
"mulher",0.331288343558282,"subst",1.45
"nariz",0.895705521472393,"subst",0.166666666666667
"neve",0.423312883435583,"subst",0.75
"noite",0.656441717791411,"subst",1.25
"novo",0.503067484662577,"adj",1.21052631578947
"nozes",0.214723926380368,"subst",-0.409090909090909
"nuvem",0.56441717791411,"subst",1.23809523809524
"oculos",0.779141104294479,"subst",2.57894736842105
"oh",0.840490797546012,"onom+int",3.52941176470588
"olhar",0.699386503067485,"verb",3.1
"olhos",0.889570552147239,"subst",1.3125
"ombros",0.368098159509202,"subst",1.16
"orelha",0.803680981595092,"subst",1.1578947368421
"ouvido",0.558282208588957,"subst",2.68421052631579
"ouvir",0.576687116564417,"verb",1.9
"ovelha",0.638036809815951,"subst",-0.55
"ovo",0.748466257668712,"subst",2.72727272727273
"padrinho",0.478527607361963,"subst",1.05555555555556
"pai",0.950920245398773,"subst",-0.333333333333333
"palhaco",0.52760736196319,"subst",1
"panda",0.754601226993865,"subst",-0.15
"panela",0.441717791411043,"subst",0.6
"pano",0.588957055214724,"subst",0.65
"pantufas",0.539877300613497,"subst",2.9375
"pao",0.957055214723926,"subst",1.125
"papa",0.865030674846626,"subst",-0.5
"papel",0.815950920245399,"subst",-0.125
"parar",0.791411042944785,"verb",2.3
"parque",0.631901840490798,"subst",0.875
"partido",0.730061349693252,"adj",2.04347826086956
"partir",0.552147239263804,"verb",2
"passaro",0.668711656441718,"subst",0.761904761904762
"pasta",0.331288343558282,"subst",0.652173913043478
"pato",0.828220858895706,"subst",0.909090909090909
"pe",0.871165644171779,"subst",1.10526315789474
"pedra",0.650306748466258,"subst",2.09090909090909
"pegar",0.656441717791411,"verb",2.35
"peito",0.306748466257669,"subst",1.38888888888889
"peixe",0.877300613496933,"subst",1.25
"penico",0.656441717791411,"subst",0.181818181818182
"pente",0.558282208588957,"subst",-0.857142857142857
"pentear",0.656441717791411,"verb",1.36363636363636
"pequeno",0.656441717791411,"adj",1.8125
"pera",0.748466257668712,"subst",-1.42857142857143
"perfume",0.52760736196319,"subst",1.15789473684211
"perna",0.773006134969325,"subst",0.590909090909091
"pescoco",0.674846625766871,"subst",0.5
"pessego",0.441717791411043,"subst",0.25
"piao",0.220858895705521,"subst",1
"pijama",0.711656441717791,"subst",-0.28125
"pinguim",0.496932515337423,"subst",0.166666666666667
"pintar",0.736196319018405,"verb",1.2
"pipi",0.576687116564417,"subst",1.64
"piscina",0.533742331288344,"subst",1.2
"piupiu",0.828220858895706,"onom+int",2
"poder",0.47239263803681,"verb",0.619047619047619
"policia",0.515337423312883,"subst",0.470588235294118
"por",0.619631901840491,"verb",1.21052631578947
"porco",0.748466257668712,"subst",1.73913043478261
"porta",0.852760736196319,"subst",1.05555555555556
"portao",0.325153374233129,"subst",2.15789473684211
"praia",0.680981595092024,"subst",1.5
"prato",0.840490797546012,"subst",0.85
"preto",0.533742331288344,"adj",0.3
"prima",0.680981595092024,"subst",-0.210526315789474
"primo",0.656441717791411,"subst",-0.2
"procurar",0.558282208588957,"verb",0.368421052631579
"puxar",0.576687116564417,"verb",2.9375
"quarto",0.754601226993865,"subst",-0.263157894736842
"queijo",0.754601226993865,"subst",0.545454545454546
"queixo",0.417177914110429,"subst",1.15
"quente",0.834355828220859,"adj",0.888888888888889
"querer",0.711656441717791,"verb",0.5
"querido",0.294478527607362,"adj",1.19047619047619
"quieto",0.54601226993865,"adj",1.95
"rasgado",0.441717791411043,"adj",2.44444444444444
"rato",0.656441717791411,"subst",1.34782608695652
"regar",0.288343558282209,"verb",-0.166666666666667
"relogio",0.588957055214724,"subst",-0.470588235294118
"rio",0.257668711656442,"subst",0.631578947368421
"rir",0.576687116564417,"verb",1.15
"roda",0.515337423312883,"subst",2.9375
"rosa",0.558282208588957,"adj",1.7
"roupa",0.711656441717791,"subst",0.368421052631579
"roxo",0.300613496932515,"adj",1.76
"rua",0.815950920245399,"subst",1.5
"sabao",0.558282208588957,"subst",-0.583333333333333
"saber",0.570552147239264,"verb",0.71875
"sabonete",0.558282208588957,"subst",-0.636363636363636
"saco",0.595092024539877,"subst",1.36363636363636
"saia",0.49079754601227,"subst",0.9375
"sair",0.693251533742331,"verb",1.65
"sala",0.754601226993865,"subst",-0.68421052631579
"salsicha",0.668711656441718,"subst",0.05
"saltar",0.711656441717791,"verb",2.66666666666667
"sandalias",0.392638036809816,"subst",0.666666666666667
"sapatilhas",0.699386503067485,"subst",1.28571428571429
"sapato",0.809815950920245,"subst",0.681818181818182
"sapo",0.711656441717791,"subst",1.26315789473684
"secador",0.484662576687117,"subst",1.33333333333333
"segurar",0.656441717791411,"verb",-0.263157894736842
"senhor",0.595092024539877,"subst",1.05882352941176
"senhora",0.558282208588957,"subst",1.4
"sentar",0.773006134969325,"verb",1
"ser",0.447852760736196,"verb",1.3
"sobrancelhas",0.214723926380368,"subst",0.619047619047619
"sofa",0.748466257668712,"subst",0
"sol",0.803680981595092,"subst",2.85
"sopa",0.865030674846626,"subst",0.52
"subir",0.668711656441718,"verb",0.238095238095238
"sujo",0.815950920245399,"adj",1.0625
"tangerina",0.331288343558282,"subst",0.111111111111111
"tapar",0.552147239263804,"verb",2.68421052631579
"tapete",0.607361963190184,"subst",1.125
"tarde",0.239263803680982,"subst",1.5
"tartaruga",0.607361963190184,"subst",2.05
"taxi",0.233128834355828,"subst",0.833333333333333
"telefone",0.742331288343558,"subst",0.333333333333334
"televisao",0.822085889570552,"subst",2.25
"ter",0.558282208588957,"verb",1.03125
"terra",0.52760736196319,"subst",2.4
"tesoura",0.595092024539877,"subst",0.388888888888889
"testa",0.515337423312883,"subst",0.35
"tia",0.858895705521472,"subst",0.15
"tigre",0.460122699386503,"subst",0.833333333333333
"tio",0.815950920245399,"subst",0.318181818181818
"tirar",0.674846625766871,"verb",1.4375
"toalha",0.613496932515337,"subst",-1
"tocar",0.54601226993865,"verb",0.238095238095238
"tolo",0.337423312883436,"adj",-0.190476190476191
"tomate",0.558282208588957,"subst",0.611111111111111
"torneira",0.411042944785276,"subst",1.2
"tornozelo",0.128834355828221,"subst",-0.478260869565217
"tossir",0.595092024539877,"verb",1.44444444444444
"trabalhar",0.650306748466258,"verb",0.545454545454546
"trator",0.478527607361963,"subst",2.9047619047619
"triciclo",0.460122699386503,"subst",3.625
"triste",0.668711656441718,"adj",0.954545454545454
"uau",0.478527607361963,"onom+int",3.8125
"ui",0.47239263803681,"onom+int",3.47619047619048
"umbigo",0.717791411042945,"subst",-0.25
"unhas",0.760736196319018,"subst",0.235294117647059
"upa,upa",0.595092024539877,"onom+int",1.12
"urso",0.674846625766871,"subst",0.611111111111112
"uvas",0.656441717791411,"subst",-0.761904761904762
"vaca",0.809815950920245,"subst",-1.52380952380952
"vazio",0.380368098159509,"adj",0.285714285714286
"vela",0.429447852760736,"subst",-0.333333333333333
"vento",0.723926380368098,"subst",2.36842105263158
"ver",0.674846625766871,"verb",0.285714285714286
"verde",0.638036809815951,"adj",0.75
"vermelho",0.644171779141104,"adj",1.05555555555556
"vestido",0.539877300613497,"subst",1.75
"vestir",0.754601226993865,"verb",0.476190476190476
"vinho",0.417177914110429,"subst",1.25
"vrumvrum",0.638036809815951,"onom+int",4.21052631578947
"xampu",0.638036809815951,"subst",-1.2
"xau",0.957055214723926,"subst",3.04545454545455
"zebra",0.43558282208589,"subst",-0.0555555555555557
